100 100
8 82 65
8 83 42
8 84 15
8 85 47
8 86 81
8 87 45
8 88 70
8 89 69
8 90 80
8 91 3
8 92 58
8 93 91
8 94 21
8 95 37
8 96 74
8 97 46
8 98 54
8 99 24
9 9 90
9 10 47
9 11 68
9 12 33
9 13 65
9 14 79
9 15 72
9 16 48
9 17 51
9 18 40
9 19 44
9 20 71
9 21 19
9 22 56
9 23 57
9 24 68
9 25 26
9 26 46
9 27 54
9 28 50
9 29 41
9 30 28
9 31 69
9 32 14
9 33 17
9 34 37
9 35 59
9 36 18
9 37 93
9 38 96
9 39 41
9 40 83
9 41 37
9 42 11
9 43 65
9 44 81
9 45 84
9 46 60
9 47 23
9 48 41
9 49 14
9 50 42
9 51 86
9 52 62
9 53 37
9 54 36
9 55 6
9 56 34
9 57 42
9 58 56
9 59 38
9 60 27
9 61 35
9 62 39
9 63 11
9 64 14
9 65 58
9 66 45
9 67 1
9 68 52
9 69 2
9 70 16
9 71 31
9 72 78
9 73 75
9 74 12
9 75 57
9 76 13
9 77 92
9 78 97
9 79 58
9 80 36
9 81 7
9 82 59
9 83 66
9 84 49
9 85 19
9 86 27
9 87 80
9 88 39
9 89 51
9 90 51
9 91 15
9 92 89
9 93 51
9 94 5
9 95 46
9 96 13
9 97 23
9 98 22
9 99 86
10 10 20
10 11 28
10 12 43
10 13 56
10 14 73
10 15 97
10 16 59
10 17 15
10 18 2
10 19 71
10 20 22
10 21 79
10 22 34
10 23 82
10 24 99
10 25 0
10 26 61
10 27 17
10 28 98
10 29 16
10 30 67
10 31 82
10 32 53
10 33 37
10 34 54
10 35 4
10 36 7
10 37 90
10 38 58
10 39 26
10 40 27
10 41 91
10 42 41
10 43 4
10 44 62
10 45 56
10 46 84
10 47 45
10 48 72
10 49 57
10 50 67
10 51 80
10 52 74
10 53 79
10 54 2
10 55 5
10 56 96
10 57 6
10 58 76
10 59 83
10 60 64
10 61 24
10 62 80
10 63 72
10 64 63
10 65 25
10 66 77
10 67 23
10 68 34
10 69 86
10 70 29
10 71 31
10 72 23
10 73 32
10 74 58
10 75 20
10 76 63
10 77 9
10 78 65
10 79 61
10 80 7
10 81 51
10 82 27
10 83 27
10 84 82
10 85 38
10 86 19
10 87 63
10 88 41
10 89 92
10 90 29
10 91 27
10 92 22
10 93 11
10 94 83
10 95 37
10 96 75
10 97 94
10 98 41
10 99 68
11 11 25
11 12 60
11 13 33
11 14 4
11 15 86
11 16 44
11 17 50
11 18 66
11 19 16
11 20 12
11 21 3
11 22 40
11 23 28
11 24 9
11 25 30
11 26 64
11 27 88
11 28 40
11 29 38
11 30 84
11 31 55
11 32 40
11 33 2
11 34 9
11 35 77
11 36 99
11 37 10
11 38 67
11 39 92
11 40 34
11 41 43
11 42 81
11 43 59
11 44 36
11 45 43
11 46 95
11 47 27
11 48 78
11 49 2
11 50 63
11 51 34
11 52 61
11 53 66
11 54 98
11 55 17
11 56 23
11 57 67
11 58 13
11 59 89
11 60 63
11 61 91
11 62 38
11 63 24
11 64 15
11 65 8
11 66 33
11 67 20
11 68 37
11 69 56
11 70 92
11 71 94
11 72 42
11 73 63
11 74 26
11 75 20
11 76 10
11 77 80
11 78 28
11 79 60
11 80 88
11 81 71
11 82 58
11 83 54
11 84 54
11 85 11
11 86 72
11 87 25
11 88 59
11 89 78
11 90 43
11 91 90
11 92 36
11 93 38
11 94 94
11 95 29
11 96 17
11 97 8
11 98 89
11 99 6
12 12 46
12 13 40
12 14 7
12 15 70
12 16 71
12 17 69
12 18 88
12 19 90
12 20 11
12 21 2
12 22 62
12 23 48
12 24 74
12 25 45
12 26 17
12 27 60
12 28 84
12 29 90
12 30 3
12 31 65
12 32 81
12 33 77
12 34 64
12 35 49
12 36 59
12 37 80
12 38 79
12 39 68
12 40 8
12 41 7
12 42 66
12 43 20
12 44 7
12 45 8
12 46 25
12 47 47
12 48 43
12 49 35
12 50 57
12 51 95
12 52 67
12 53 50
12 54 89
12 55 63
12 56 89
12 57 29
12 58 33
12 59 40
12 60 14
12 61 55
12 62 63
12 63 9
12 64 9
12 65 7
12 66 66
12 67 28
12 68 62
12 69 6
12 70 17
12 71 15
12 72 71
12 73 58
12 74 18
12 75 12
12 76 1
12 77 30
12 78 92
12 79 27
12 80 15
12 81 11
12 82 0
12 83 85
12 84 15
12 85 51
12 86 61
12 87 81
12 88 34
12 89 79
12 90 89
12 91 25
12 92 89
12 93 73
12 94 51
12 95 9
12 96 10
12 97 80
12 98 59
12 99 37
13 13 25
13 14 1
13 15 60
13 16 25
13 17 22
13 18 32
13 19 29
13 20 70
13 21 42
13 22 55
13 23 10
13 24 47
13 25 92
13 26 19
13 27 15
13 28 11
13 29 45
13 30 41
13 31 9
13 32 24
13 33 14
13 34 81
13 35 55
13 36 25
13 37 88
13 38 44
13 39 25
13 40 50
13 41 90
13 42 39
13 43 88
13 44 49
13 45 34
13 46 32
13 47 7
13 48 9
13 49 19
13 50 5
13 51 49
13 52 23
13 53 31
13 54 43
13 55 51
13 56 60
13 57 33
13 58 56
13 59 93
13 60 93
13 61 45
13 62 77
13 63 51
13 64 95
13 65 45
13 66 51
13 67 56
13 68 15
13 69 8
13 70 23
13 71 74
13 72 8
13 73 38
13 74 11
13 75 64
13 76 69
13 77 43
13 78 56
13 79 47
13 80 45
13 81 67
13 82 83
13 83 58
13 84 13
13 85 8
13 86 40
13 87 96
13 88 6
13 89 82
13 90 42
13 91 60
13 92 14
13 93 78
13 94 73
13 95 14
13 96 43
13 97 32
13 98 92
13 99 81
14 14 94
14 15 11
14 16 42
14 17 73
14 18 51
14 19 52
14 20 54
14 21 77
14 22 43
14 23 28
14 24 33
14 25 82
14 26 86
14 27 18
14 28 86
14 29 26
14 30 3
14 31 98
14 32 70
14 33 29
14 34 85
14 35 1
14 36 8
14 37 21
14 38 72
14 39 2
14 40 57
14 41 49
14 42 84
14 43 37
14 44 39
14 45 82
14 46 93
14 47 79
14 48 14
14 49 32
14 50 82
14 51 42
14 52 17
14 53 32
14 54 86
14 55 68
14 56 71
14 57 27
14 58 67
14 59 71
14 60 15
14 61 70
14 62 44
14 63 38
14 64 66
14 65 27
14 66 92
14 67 64
14 68 85
14 69 61
14 70 39
14 71 36
14 72 5
14 73 57
14 74 76
14 75 48
14 76 27
14 77 59
14 78 35
14 79 5
14 80 92
14 81 65
14 82 44
14 83 3
14 84 85
14 85 38
14 86 77
14 87 80
14 88 52
14 89 38
14 90 93
14 91 33
14 92 14
14 93 52
14 94 71
14 95 95
14 96 44
14 97 69
14 98 53
14 99 57
15 15 12
15 16 23
15 17 46
15 18 76
15 19 4
15 20 63
15 21 39
15 22 85
15 23 81
15 24 75
15 25 45
15 26 57
15 27 4
15 28 37
15 29 0
15 30 27
15 31 12
15 32 19
15 33 0
15 34 60
15 35 60
15 36 86
15 37 48
15 38 63
15 39 58
15 40 95
15 41 85
15 42 74
15 43 67
15 44 98
15 45 13
15 46 11
15 47 16
15 48 38
15 49 82
15 50 46
15 51 22
15 52 78
15 53 86
15 54 69
15 55 92
15 56 93
15 57 60
15 58 66
15 59 64
15 60 96
15 61 43
15 62 81
15 63 85
15 64 71
15 65 42
15 66 37
15 67 31
15 68 45
15 69 54
15 70 85
15 71 29
15 72 41
15 73 36
15 74 12
15 75 53
15 76 54
15 77 44
15 78 90
15 79 82
15 80 90
15 81 26
15 82 74
15 83 46
15 84 25
15 85 79
15 86 26
15 87 25
15 88 2
15 89 72
15 90 24
15 91 21
15 92 72
15 93 4
15 94 40
15 95 16
15 96 1
15 97 0
15 98 2
15 99 2
16 16 90
16 17 60
16 18 37
16 19 94
16 20 68
16 21 64
16 22 38
16 23 26
16 24 37
16 25 82
16 26 21
16 27 39
16 28 35
16 29 4
16 30 54
16 31 80
16 32 90
16 33 64
16 34 36
16 35 8
16 36 99
16 37 55
16 38 58
16 39 79
16 40 72
16 41 78
16 42 4
16 43 61
16 44 80
16 45 75
16 46 20
16 47 63
16 48 74
16 49 64
16 50 71
16 51 32
16 52 9
16 53 69
16 54 80
16 55 43
16 56 6
16 57 27
16 58 68
16 59 64
16 60 7
16 61 30
16 62 81
16 63 65
16 64 77
16 65 97
16 66 87
16 67 73
16 68 0
16 69 28
16 70 22
16 71 47
16 72 86
16 73 75
16 74 76
16 75 74
16 76 4
16 77 37
16 78 88
16 79 59
16 80 45
16 81 61
16 82 59
16 83 28
16 84 0
16 85 32
16 86 1
16 87 41
16 88 11
16 89 31
16 90 64
16 91 69
16 92 14
16 93 26
16 94 48
16 95 84
16 96 98
16 97 9
16 98 7
16 99 59
17 17 43
17 18 78
17 19 18
17 20 23
17 21 25
17 22 29
17 23 34
17 24 29
17 25 19
17 26 80
17 27 9
17 28 89
17 29 90
17 30 54
17 31 65
17 32 4
17 33 11
17 34 76
17 35 42
17 36 77
17 37 80
17 38 82
17 39 65
17 40 32
17 41 56
17 42 88
17 43 76
17 44 87
17 45 88
17 46 69
17 47 10
17 48 19
17 49 0
17 50 83
17 51 59
17 52 67
17 53 30
17 54 27
17 55 31
17 56 54
17 57 3
17 58 3
17 59 5
17 60 9
17 61 75
17 62 55
17 63 78
17 64 13
17 65 61
17 66 69
17 67 80
17 68 33
17 69 73
17 70 75
17 71 87
17 72 92
17 73 79
17 74 67
17 75 60
17 76 34
17 77 41
17 78 41
17 79 29
17 80 19
17 81 80
17 82 14
17 83 44
17 84 57
17 85 39
17 86 78
17 87 27
17 88 79
17 89 74
17 90 22
17 91 22
17 92 36
17 93 18
17 94 69
17 95 24
17 96 35
17 97 26
17 98 21
17 99 53
18 18 44
18 19 61
18 20 17
18 21 54
18 22 29
18 23 65
18 24 78
18 25 25
18 26 53
18 27 20
18 28 36
18 29 82
18 30 31
18 31 88
18 32 21
18 33 40
18 34 76
18 35 44
18 36 71
18 37 48
18 38 44
18 39 61
18 40 85
18 41 49
18 42 50
18 43 42
18 44 15
18 45 83
18 46 3
18 47 81
18 48 8
18 49 42
18 50 84
18 51 57
18 52 16
18 53 82
18 54 3
18 55 12
18 56 70
18 57 89
18 58 98
18 59 19
18 60 27
18 61 79
18 62 18
18 63 53
18 64 63
18 65 41
18 66 77
18 67 76
18 68 91
18 69 71
18 70 11
18 71 63
18 72 17
18 73 51
18 74 13
18 75 64
18 76 29
18 77 40
18 78 10
18 79 98
18 80 36
18 81 71
18 82 90
18 83 74
18 84 37
18 85 19
18 86 15
18 87 20
18 88 17
18 89 50
18 90 6
18 91 59
18 92 71
18 93 61
18 94 51
18 95 56
18 96 63
18 97 59
18 98 43
18 99 86
19 19 83
19 20 37
19 21 53
19 22 86
19 23 51
19 24 55
19 25 0
19 26 77
19 27 69
19 28 86
19 29 40
19 30 48
19 31 67
19 32 73
19 33 26
19 34 65
19 35 25
19 36 20
19 37 27
19 38 26
19 39 61
19 40 87
19 41 38
19 42 1
19 43 23
19 44 54
19 45 32
19 46 23
19 47 89
19 48 78
19 49 78
19 50 98
19 51 39
19 52 76
19 53 3
19 54 84
19 55 21
19 56 4
19 57 49
19 58 34
19 59 20
19 60 13
19 61 91
19 62 80
19 63 15
19 64 47
19 65 53
19 66 64
19 67 84
19 68 43
19 69 4
19 70 23
19 71 45
19 72 23
19 73 9
19 74 60
19 75 16
19 76 0
19 77 8
19 78 14
19 79 9
19 80 39
19 81 57
19 82 52
19 83 0
19 84 26
19 85 0
19 86 22
19 87 37
19 88 70
19 89 12
19 90 64
19 91 57
19 92 30
19 93 0
19 94 84
19 95 83
19 96 64
19 97 1
19 98 7
19 99 78
20 20 81
20 21 95
20 22 17
20 23 74
20 24 19
20 25 83
20 26 73
20 27 9
20 28 9
20 29 8
20 30 23
20 31 14
20 32 81
20 33 22
20 34 92
20 35 45
20 36 29
20 37 29
20 38 48
20 39 19
20 40 76
20 41 16
20 42 89
20 43 36
20 44 26
20 45 0
20 46 42
20 47 25
20 48 47
20 49 56
20 50 92
20 51 15
20 52 88
20 53 88
20 54 49
20 55 67
20 56 47
20 57 0
20 58 71
20 59 67
20 60 30
20 61 60
20 62 93
20 63 49
20 64 52
20 65 32
20 66 26
20 67 56
20 68 89
20 69 6
20 70 10
20 71 29
20 72 2
20 73 58
20 74 36
20 75 63
20 76 40
20 77 48
20 78 69
20 79 41
20 80 35
20 81 14
20 82 81
20 83 82
20 84 13
20 85 56
20 86 13
20 87 50
20 88 60
20 89 90
20 90 36
20 91 73
20 92 40
20 93 82
20 94 33
20 95 11
20 96 2
20 97 24
20 98 80
20 99 53
21 21 41
21 22 11
21 23 85
21 24 31
21 25 19
21 26 63
21 27 28
21 28 1
21 29 53
21 30 38
21 31 95
21 32 22
21 33 91
21 34 33
21 35 1
21 36 23
21 37 17
21 38 62
21 39 79
21 40 27
21 41 80
21 42 11
21 43 47
21 44 63
21 45 89
21 46 79
21 47 51
21 48 3
21 49 60
21 50 43
21 51 68
21 52 76
21 53 28
21 54 55
21 55 64
21 56 35
21 57 31
21 58 26
21 59 69
21 60 80
21 61 78
21 62 72
21 63 45
21 64 23
21 65 50
21 66 43
21 67 73
21 68 98
21 69 66
21 70 38
21 71 63
21 72 93
21 73 97
21 74 79
21 75 41
21 76 41
21 77 73
21 78 59
21 79 65
21 80 12
21 81 95
21 82 26
21 83 42
21 84 93
21 85 92
21 86 46
21 87 20
21 88 56
21 89 30
21 90 52
21 91 37
21 92 42
21 93 2
21 94 33
21 95 6
21 96 10
21 97 17
21 98 7
21 99 26
22 22 43
22 23 34
22 24 0
22 25 61
22 26 57
22 27 42
22 28 63
22 29 94
22 30 46
22 31 16
22 32 87
22 33 36
22 34 12
22 35 15
22 36 5
22 37 51
22 38 24
22 39 16
22 40 69
22 41 55
22 42 99
22 43 71
22 44 33
22 45 24
22 46 59
22 47 73
22 48 28
22 49 6
22 50 14
22 51 92
22 52 91
22 53 61
22 54 10
22 55 23
22 56 61
22 57 46
22 58 0
22 59 44
22 60 73
22 61 46
22 62 53
22 63 33
22 64 44
22 65 11
22 66 18
22 67 18
22 68 94
22 69 10
22 70 64
22 71 18
22 72 8
22 73 31
22 74 44
22 75 84
22 76 25
22 77 20
22 78 0
22 79 26
22 80 5
22 81 84
22 82 93
22 83 4
22 84 3
22 85 93
22 86 15
22 87 74
22 88 7
22 89 77
22 90 16
22 91 37
22 92 69
22 93 23
22 94 29
22 95 17
22 96 42
22 97 86
22 98 59
22 99 43
23 23 37
23 24 53
23 25 53
23 26 30
23 27 53
23 28 86
23 29 69
23 30 95
23 31 80
23 32 3
23 33 11
23 34 89
23 35 58
23 36 34
23 37 84
23 38 21
23 39 82
23 40 99
23 41 63
23 42 60
23 43 70
23 44 7
23 45 93
23 46 97
23 47 87
23 48 9
23 49 72
23 50 66
23 51 6
23 52 79
23 53 28
23 54 73
23 55 35
23 56 45
23 57 31
23 58 30
23 59 68
23 60 48
23 61 60
23 62 18
23 63 41
23 64 56
23 65 7
23 66 54
23 67 93
23 68 78
23 69 28
23 70 14
23 71 44
23 72 13
23 73 79
23 74 18
23 75 95
23 76 1
23 77 66
23 78 81
23 79 50
23 80 22
23 81 24
23 82 89
23 83 6
23 84 31
23 85 85
23 86 80
23 87 62
23 88 32
23 89 49
23 90 16
23 91 38
23 92 12
23 93 82
23 94 15
23 95 66
23 96 76
23 97 44
23 98 96
23 99 44
24 24 80
24 25 2
24 26 48
24 27 99
24 28 57
24 29 96
24 30 44
24 31 16
24 32 41
24 33 34
24 34 43
24 35 63
24 36 22
24 37 13
24 38 55
24 39 85
24 40 84
24 41 20
24 42 91
24 43 35
24 44 14
24 45 94
24 46 24
24 47 61
24 48 78
24 49 20
24 50 36
24 51 8
24 52 32
24 53 45
24 54 18
24 55 0
24 56 51
24 57 44
24 58 33
24 59 0
24 60 86
24 61 85
24 62 85
24 63 16
24 64 49
24 65 19
24 66 65
24 67 6
24 68 3
24 69 26
24 70 8
24 71 62
24 72 70
24 73 73
24 74 77
24 75 7
24 76 98
24 77 26
24 78 69
24 79 95
24 80 71
24 81 13
24 82 17
24 83 48
24 84 38
24 85 42
24 86 31
24 87 80
24 88 89
24 89 1
24 90 2
24 91 78
24 92 51
24 93 53
24 94 19
24 95 48
24 96 34
24 97 5
24 98 50
24 99 44
25 25 12
25 26 82
25 27 9
25 28 9
25 29 52
25 30 52
25 31 41
25 32 17
25 33 31
25 34 29
25 35 46
25 36 39
25 37 72
25 38 29
25 39 15
25 40 60
25 41 5
25 42 91
25 43 48
25 44 38
25 45 16
25 46 71
25 47 37
25 48 92
25 49 50
25 50 13
25 51 80
25 52 96
25 53 99
25 54 68
25 55 1
25 56 32
25 57 37
25 58 23
25 59 24
25 60 84
25 61 59
25 62 45
25 63 77
25 64 24
25 65 48
25 66 74
25 67 18
25 68 60
25 69 51
25 70 52
25 71 71
25 72 19
25 73 31
25 74 13
25 75 98
25 76 43
25 77 32
25 78 20
25 79 1
25 80 20
25 81 38
25 82 11
25 83 84
25 84 17
25 85 90
25 86 64
25 87 31
25 88 23
25 89 76
25 90 40
25 91 32
25 92 92
25 93 97
25 94 22
25 95 47
25 96 31
25 97 27
25 98 36
25 99 97
26 26 4
26 27 88
26 28 35
26 29 69
26 30 5
26 31 31
26 32 14
26 33 20
26 34 89
26 35 85
26 36 73
26 37 37
26 38 7
26 39 48
26 40 21
26 41 72
26 42 58
26 43 26
26 44 33
26 45 24
26 46 21
26 47 29
26 48 65
26 49 90
26 50 98
26 51 26
26 52 27
26 53 43
26 54 26
26 55 82
26 56 60
26 57 56
26 58 63
26 59 21
26 60 83
26 61 5
26 62 11
26 63 72
26 64 57
26 65 26
26 66 89
26 67 7
26 68 18
26 69 11
26 70 95
26 71 93
26 72 84
26 73 54
26 74 92
26 75 98
26 76 87
26 77 67
26 78 84
26 79 33
26 80 40
26 81 87
26 82 10
