200 200
1 115 69
1 116 9
1 117 49
1 118 48
1 119 63
1 120 49
1 121 37
1 122 24
1 123 11
1 124 57
1 125 51
1 126 46
1 127 12
1 128 49
1 129 34
1 130 62
1 131 59
1 132 40
1 133 71
1 134 85
1 135 62
1 136 96
1 137 41
1 138 72
1 139 28
1 140 59
1 141 9
1 142 9
1 143 2
1 144 78
1 145 13
1 146 62
1 147 82
1 148 60
1 149 26
1 150 25
1 151 13
1 152 31
1 153 84
1 154 85
1 155 84
1 156 83
1 157 73
1 158 42
1 159 6
1 160 34
1 161 24
1 162 56
1 163 54
1 164 61
1 165 99
1 166 25
1 167 61
1 168 75
1 169 28
1 170 64
1 171 36
1 172 79
1 173 21
1 174 23
1 175 83
1 176 33
1 177 7
1 178 6
1 179 13
1 180 21
1 181 77
1 182 45
1 183 56
1 184 51
1 185 59
1 186 12
1 187 58
1 188 55
1 189 92
1 190 11
1 191 74
1 192 92
1 193 87
1 194 44
1 195 75
1 196 4
1 197 33
1 198 17
1 199 32
2 2 85
2 3 31
2 4 51
2 5 87
2 6 2
2 7 74
2 8 28
2 9 27
2 10 44
2 11 76
2 12 62
2 13 40
2 14 11
2 15 35
2 16 3
2 17 88
2 18 38
2 19 83
2 20 55
2 21 80
2 22 91
2 23 66
2 24 15
2 25 78
2 26 47
2 27 59
2 28 31
2 29 77
2 30 13
2 31 25
2 32 3
2 33 17
2 34 85
2 35 44
2 36 85
2 37 19
2 38 27
2 39 40
2 40 18
2 41 11
2 42 64
2 43 25
2 44 12
2 45 98
2 46 98
2 47 18
2 48 19
2 49 25
2 50 41
2 51 75
2 52 22
2 53 27
2 54 5
2 55 94
2 56 62
2 57 21
2 58 97
2 59 25
2 60 39
2 61 25
2 62 53
2 63 84
2 64 44
2 65 30
2 66 73
2 67 53
2 68 44
2 69 27
2 70 40
2 71 8
2 72 97
2 73 52
2 74 23
2 75 90
2 76 6
2 77 5
2 78 61
2 79 31
2 80 37
2 81 70
2 82 74
2 83 19
2 84 56
2 85 71
2 86 11
2 87 54
2 88 69
2 89 11
2 90 6
2 91 64
2 92 72
2 93 80
2 94 53
2 95 97
2 96 23
2 97 25
2 98 86
2 99 47
2 100 31
2 101 72
2 102 29
2 103 23
2 104 24
2 105 93
2 106 36
2 107 93
2 108 43
2 109 30
2 110 8
2 111 49
2 112 78
2 113 69
2 114 96
2 115 94
2 116 29
2 117 54
2 118 42
2 119 78
2 120 22
2 121 76
2 122 88
2 123 38
2 124 14
2 125 64
2 126 89
2 127 8
2 128 18
2 129 27
2 130 49
2 131 29
2 132 99
2 133 14
2 134 14
2 135 8
2 136 97
2 137 86
2 138 20
2 139 15
2 140 18
2 141 52
2 142 91
2 143 55
2 144 25
2 145 11
2 146 6
2 147 62
2 148 12
2 149 75
2 150 24
2 151 85
2 152 76
2 153 46
2 154 77
2 155 89
2 156 72
2 157 6
2 158 80
2 159 94
2 160 49
2 161 23
2 162 53
2 163 79
2 164 69
2 165 56
2 166 11
2 167 79
2 168 8
2 169 87
2 170 49
2 171 58
2 172 24
2 173 50
2 174 66
2 175 69
2 176 52
2 177 43
2 178 77
2 179 24
2 180 0
2 181 47
2 182 34
2 183 41
2 184 16
2 185 32
2 186 24
2 187 9
2 188 32
2 189 8
2 190 30
2 191 79
2 192 50
2 193 36
2 194 40
2 195 71
2 196 90
2 197 97
2 198 3
2 199 88
3 3 35
3 4 64
3 5 79
3 6 22
3 7 86
3 8 71
3 9 22
3 10 72
3 11 66
3 12 27
3 13 98
3 14 91
3 15 21
3 16 38
3 17 63
3 18 61
3 19 16
3 20 64
3 21 83
3 22 6
3 23 27
3 24 53
3 25 40
3 26 35
3 27 36
3 28 37
3 29 38
3 30 18
3 31 0
3 32 76
3 33 58
3 34 57
3 35 40
3 36 70
3 37 22
3 38 49
3 39 44
3 40 11
3 41 63
3 42 74
3 43 64
3 44 37
3 45 12
3 46 2
3 47 39
3 48 27
3 49 76
3 50 95
3 51 19
3 52 72
3 53 62
3 54 84
3 55 3
3 56 46
3 57 14
3 58 1
3 59 51
3 60 19
3 61 74
3 62 95
3 63 74
3 64 99
3 65 44
3 66 58
3 67 36
3 68 99
3 69 25
3 70 30
3 71 24
3 72 70
3 73 50
3 74 23
3 75 8
3 76 74
3 77 32
3 78 64
3 79 98
3 80 67
3 81 28
3 82 74
3 83 99
3 84 58
3 85 96
3 86 75
3 87 25
3 88 6
3 89 72
3 90 45
3 91 63
3 92 8
3 93 91
3 94 80
3 95 57
3 96 79
3 97 74
3 98 95
3 99 5
3 100 49
3 101 86
3 102 52
3 103 69
3 104 57
3 105 21
3 106 17
3 107 32
3 108 70
3 109 29
3 110 29
3 111 84
3 112 74
3 113 48
3 114 5
3 115 75
3 116 54
3 117 32
3 118 68
3 119 35
3 120 79
3 121 65
3 122 97
3 123 5
3 124 8
3 125 22
3 126 88
3 127 54
3 128 51
3 129 48
3 130 0
3 131 23
3 132 26
3 133 78
3 134 58
3 135 19
3 136 7
3 137 44
3 138 18
3 139 58
3 140 45
3 141 59
3 142 47
3 143 10
3 144 54
3 145 32
3 146 27
3 147 59
3 148 68
3 149 42
3 150 81
3 151 71
3 152 86
3 153 12
3 154 29
3 155 26
3 156 75
3 157 59
3 158 30
3 159 70
3 160 50
3 161 20
3 162 2
3 163 72
3 164 71
3 165 16
3 166 57
3 167 33
3 168 68
3 169 81
3 170 86
3 171 85
3 172 59
3 173 17
3 174 69
3 175 79
3 176 51
3 177 60
3 178 38
3 179 26
3 180 91
3 181 58
3 182 50
3 183 37
3 184 33
3 185 29
3 186 19
3 187 0
3 188 74
3 189 80
3 190 64
3 191 28
3 192 9
3 193 37
3 194 14
3 195 3
3 196 74
3 197 63
3 198 59
3 199 76
4 4 87
4 5 12
4 6 64
4 7 63
4 8 84
4 9 97
4 10 5
4 11 13
4 12 27
4 13 30
4 14 21
4 15 56
4 16 47
4 17 82
4 18 22
4 19 88
4 20 57
4 21 20
4 22 95
4 23 99
4 24 15
4 25 63
4 26 38
4 27 91
4 28 35
4 29 47
4 30 53
4 31 30
4 32 26
4 33 24
4 34 95
4 35 84
4 36 51
4 37 76
4 38 34
4 39 47
4 40 47
4 41 40
4 42 7
4 43 15
4 44 39
4 45 55
4 46 70
4 47 8
4 48 16
4 49 84
4 50 94
4 51 58
4 52 37
4 53 86
4 54 2
4 55 3
4 56 52
4 57 97
4 58 12
4 59 6
4 60 72
4 61 89
4 62 35
4 63 76
4 64 87
4 65 29
4 66 81
4 67 90
4 68 93
4 69 83
4 70 67
4 71 84
4 72 35
4 73 83
4 74 0
4 75 95
4 76 84
4 77 51
4 78 38
4 79 62
4 80 27
4 81 34
4 82 36
4 83 90
4 84 83
4 85 31
4 86 24
4 87 9
4 88 85
4 89 47
4 90 45
4 91 19
4 92 77
4 93 31
4 94 0
4 95 62
4 96 79
4 97 29
4 98 47
4 99 65
4 100 34
4 101 52
4 102 63
4 103 60
4 104 3
4 105 26
4 106 79
4 107 77
4 108 17
4 109 40
4 110 51
4 111 52
4 112 98
4 113 48
4 114 41
4 115 76
4 116 66
4 117 37
4 118 34
4 119 5
4 120 78
4 121 86
4 122 66
4 123 27
4 124 99
4 125 45
4 126 6
4 127 58
4 128 4
4 129 36
4 130 65
4 131 46
4 132 1
4 133 16
4 134 56
4 135 21
4 136 28
4 137 53
4 138 71
4 139 83
4 140 9
4 141 32
4 142 54
4 143 80
4 144 38
4 145 17
4 146 48
4 147 40
4 148 69
4 149 97
4 150 79
4 151 92
4 152 49
4 153 70
4 154 66
4 155 60
4 156 57
4 157 82
4 158 95
4 159 17
4 160 91
4 161 85
4 162 57
4 163 24
4 164 44
4 165 92
4 166 98
4 167 25
4 168 41
4 169 73
4 170 7
4 171 62
4 172 33
4 173 71
4 174 42
4 175 54
4 176 19
4 177 47
4 178 37
4 179 37
4 180 49
4 181 29
4 182 73
4 183 96
4 184 36
4 185 72
4 186 45
4 187 9
4 188 75
4 189 99
4 190 12
4 191 79
4 192 38
4 193 40
4 194 70
4 195 36
4 196 17
4 197 17
4 198 67
4 199 17
5 5 80
5 6 13
5 7 90
5 8 53
5 9 92
5 10 59
5 11 65
5 12 98
5 13 17
5 14 48
5 15 77
5 16 98
5 17 84
5 18 87
5 19 87
5 20 64
5 21 40
5 22 85
5 23 37
5 24 45
5 25 80
5 26 44
5 27 80
5 28 66
5 29 9
5 30 60
5 31 83
5 32 39
5 33 47
5 34 48
5 35 7
5 36 27
5 37 54
5 38 2
5 39 63
5 40 33
5 41 50
5 42 13
5 43 72
5 44 0
5 45 95
5 46 85
5 47 16
5 48 64
5 49 51
5 50 59
5 51 79
5 52 12
5 53 41
5 54 71
5 55 1
5 56 7
5 57 40
5 58 62
5 59 34
5 60 13
5 61 45
5 62 23
5 63 34
5 64 50
5 65 44
5 66 15
5 67 9
5 68 62
5 69 71
5 70 57
5 71 27
5 72 41
5 73 13
5 74 83
5 75 15
5 76 12
5 77 34
5 78 3
5 79 63
5 80 22
5 81 27
5 82 30
5 83 27
5 84 69
5 85 27
5 86 28
5 87 0
5 88 94
5 89 44
5 90 9
5 91 35
5 92 53
5 93 35
5 94 77
5 95 54
5 96 85
5 97 21
5 98 98
5 99 56
5 100 60
5 101 9
5 102 74
5 103 93
5 104 50
5 105 65
5 106 23
5 107 48
5 108 62
5 109 58
5 110 84
5 111 71
5 112 65
5 113 72
5 114 7
5 115 6
5 116 77
5 117 28
5 118 94
5 119 8
5 120 96
5 121 3
5 122 10
5 123 94
5 124 57
5 125 72
5 126 76
5 127 67
5 128 6
5 129 49
5 130 23
5 131 97
5 132 57
5 133 45
5 134 31
5 135 9
5 136 3
5 137 67
5 138 51
5 139 32
5 140 14
5 141 1
5 142 98
5 143 1
5 144 98
5 145 17
5 146 49
5 147 46
5 148 98
5 149 79
5 150 51
5 151 24
5 152 79
5 153 40
5 154 1
5 155 27
5 156 34
5 157 34
5 158 98
5 159 58
5 160 45
5 161 33
5 162 0
5 163 65
5 164 42
5 165 18
5 166 29
5 167 96
5 168 4
5 169 21
5 170 29
5 171 25
5 172 71
5 173 96
5 174 80
5 175 25
5 176 19
5 177 15
5 178 59
5 179 23
5 180 62
5 181 33
5 182 4
5 183 16
5 184 64
5 185 17
5 186 89
5 187 71
5 188 6
5 189 67
5 190 79
5 191 66
5 192 1
5 193 44
5 194 94
5 195 26
5 196 44
5 197 67
5 198 78
5 199 16
6 6 91
6 7 85
6 8 3
6 9 31
6 10 65
6 11 30
6 12 42
6 13 92
6 14 52
6 15 59
6 16 95
6 17 81
6 18 13
6 19 35
6 20 5
6 21 6
6 22 61
6 23 83
6 24 98
6 25 70
6 26 0
6 27 39
6 28 23
6 29 46
6 30 47
6 31 42
6 32 62
6 33 94
6 34 28
6 35 43
6 36 11
6 37 90
6 38 1
6 39 17
6 40 88
6 41 17
6 42 73
6 43 69
6 44 63
6 45 47
6 46 20
6 47 75
6 48 59
6 49 58
6 50 21
6 51 90
6 52 7
6 53 97
6 54 37
6 55 25
6 56 36
6 57 9
6 58 60
6 59 5
6 60 13
6 61 20
6 62 99
6 63 60
6 64 32
6 65 75
6 66 41
6 67 37
6 68 68
6 69 38
6 70 65
6 71 15
6 72 81
6 73 39
6 74 11
6 75 20
6 76 37
6 77 76
6 78 32
6 79 65
6 80 79
6 81 62
6 82 4
6 83 98
6 84 15
6 85 56
6 86 99
6 87 69
6 88 73
6 89 59
6 90 81
6 91 47
6 92 36
6 93 66
6 94 60
6 95 74
6 96 10
6 97 77
6 98 2
6 99 75
6 100 7
6 101 17
6 102 75
6 103 70
6 104 15
6 105 34
6 106 78
6 107 38
6 108 85
6 109 62
6 110 99
6 111 93
6 112 49
6 113 51
6 114 59
6 115 3
6 116 46
6 117 44
6 118 5
6 119 60
6 120 13
6 121 60
6 122 40
6 123 99
6 124 25
6 125 1
6 126 70
6 127 29
6 128 66
6 129 44
6 130 24
6 131 16
6 132 8
6 133 46
6 134 97
6 135 52
6 136 13
6 137 58
6 138 36
6 139 65
6 140 72
6 141 27
6 142 10
6 143 88
6 144 45
6 145 13
6 146 9
6 147 66
6 148 92
6 149 50
6 150 98
6 151 20
6 152 32
6 153 24
6 154 56
6 155 32
6 156 93
6 157 72
6 158 2
6 159 61
6 160 10
6 161 98
6 162 58
6 163 91
6 164 56
6 165 23
6 166 98
6 167 81
6 168 40
6 169 73
6 170 96
6 171 79
6 172 31
6 173 51
6 174 88
6 175 57
6 176 50
6 177 3
6 178 79
6 179 67
6 180 50
6 181 5
6 182 28
6 183 51
6 184 57
6 185 27
6 186 40
6 187 31
6 188 87
6 189 75
6 190 42
6 191 20
6 192 50
6 193 68
6 194 95
6 195 33
6 196 66
6 197 51
6 198 56
6 199 24
7 7 73
7 8 96
7 9 11
7 10 33
7 11 27
7 12 18
7 13 5
7 14 6
7 15 70
7 16 16
7 17 1
7 18 78
7 19 51
7 20 7
7 21 29
7 22 27
7 23 12
7 24 95
7 25 51
7 26 38
7 27 92
7 28 32
7 29 39
7 30 49
7 31 55
7 32 41
7 33 79
7 34 69
7 35 6
7 36 48
7 37 33
7 38 2
7 39 28
7 40 36
7 41 72
7 42 54
7 43 61
7 44 18
7 45 27
7 46 22
7 47 69
7 48 64
7 49 82
7 50 20
7 51 5
7 52 88
7 53 82
7 54 88
7 55 80
7 56 69
7 57 45
7 58 84
7 59 9
7 60 64
7 61 62
7 62 37
7 63 91
7 64 5
7 65 68
7 66 54
7 67 40
7 68 31
7 69 98
7 70 51
7 71 92
7 72 45
7 73 21
7 74 81
7 75 45
7 76 79
7 77 99
7 78 20
7 79 28
7 80 39
7 81 66
7 82 98
7 83 71
7 84 17
7 85 94
7 86 82
7 87 56
7 88 29
7 89 18
7 90 93
7 91 78
7 92 80
7 93 96
7 94 89
7 95 12
7 96 56
7 97 47
7 98 4
7 99 53
7 100 40
7 101 36
7 102 99
7 103 22
7 104 58
7 105 28
7 106 64
7 107 23
7 108 81
7 109 43
7 110 92
7 111 99
7 112 88
7 113 70
7 114 46
7 115 86
7 116 26
7 117 51
7 118 57
7 119 15
7 120 80
7 121 13
7 122 31
7 123 67
7 124 78
7 125 18
7 126 51
7 127 74
7 128 44
7 129 13
7 130 16
7 131 30
7 132 17
7 133 12
7 134 48
7 135 95
7 136 96
7 137 20
7 138 90
7 139 21
7 140 22
7 141 41
7 142 31
7 143 62
7 144 83
7 145 10
7 146 90
7 147 32
7 148 24
7 149 83
7 150 27
7 151 25
7 152 6
7 153 57
7 154 70
7 155 7
7 156 71
7 157 33
7 158 95
7 159 79
7 160 9
7 161 38
7 162 46
7 163 60
7 164 46
7 165 3
7 166 60
7 167 96
7 168 23
7 169 53
7 170 28
7 171 57
7 172 98
7 173 11
7 174 24
7 175 58
7 176 54
7 177 72
7 178 55
7 179 32
7 180 41
7 181 11
7 182 10
7 183 0
7 184 72
7 185 24
7 186 66
7 187 25
7 188 37
7 189 30
7 190 88
7 191 33
7 192 22
7 193 73
7 194 94
7 195 74
7 196 33
7 197 62
7 198 92
7 199 14
8 8 72
8 9 90
8 10 68
8 11 29
8 12 75
8 13 55
8 14 46
8 15 3
8 16 77
8 17 27
8 18 46
8 19 95
8 20 83
8 21 7
8 22 9
8 23 83
8 24 9
8 25 61
8 26 98
8 27 8
8 28 41
8 29 23
8 30 57
8 31 42
8 32 51
8 33 74
8 34 14
8 35 60
8 36 30
8 37 99
8 38 27
8 39 21
8 40 14
8 41 51
8 42 56
8 43 59
8 44 54
8 45 96
8 46 60
8 47 16
8 48 39
8 49 31
8 50 74
8 51 89
8 52 56
8 53 93
8 54 40
8 55 2
8 56 32
8 57 46
8 58 28
8 59 90
8 60 25
8 61 69
8 62 99
8 63 95
8 64 42
8 65 61
8 66 6
8 67 42
8 68 63
8 69 37
8 70 89
8 71 47
8 72 79
8 73 97
8 74 6
8 75 74
8 76 47
8 77 62
8 78 86
8 79 12
8 80 20
8 81 58
8 82 46
8 83 10
8 84 54
8 85 18
8 86 98
8 87 78
8 88 11
8 89 64
8 90 26
8 91 59
8 92 88
8 93 57
8 94 65
8 95 54
8 96 13
8 97 30
8 98 10
8 99 12
8 100 44
8 101 38
8 102 10
8 103 67
8 104 13
8 105 38
8 106 2
8 107 91
8 108 27
8 109 71
8 110 92
8 111 79
8 112 4
8 113 5
8 114 80
8 115 37
8 116 75
8 117 5
8 118 65
8 119 1
8 120 74
8 121 50
8 122 51
8 123 86
8 124 72
8 125 92
8 126 60
8 127 51
8 128 81
8 129 72
8 130 72
8 131 55
8 132 60
8 133 75
8 134 57
8 135 62
8 136 99
8 137 15
8 138 8
8 139 76
8 140 63
8 141 79
8 142 41
8 143 58
8 144 60
8 145 63
8 146 34
8 147 73
8 148 6
8 149 59
8 150 3
8 151 86
8 152 30
8 153 27
8 154 15
8 155 75
8 156 15
8 157 60
8 158 76
8 159 24
8 160 60
8 161 91
8 162 78
8 163 62
8 164 29
8 165 80
8 166 87
8 167 43
8 168 22
8 169 17
8 170 88
8 171 26
8 172 20
8 173 76
8 174 31
8 175 26
8 176 59
8 177 43
8 178 16
8 179 67
8 180 64
8 181 8
8 182 33
8 183 35
8 184 73
8 185 17
8 186 73
8 187 19
8 188 95
8 189 95
8 190 19
8 191 92
8 192 66
8 193 85
8 194 24
8 195 88
8 196 4
8 197 18
8 198 31
8 199 44
9 9 8
9 10 86
9 11 5
9 12 81
9 13 31
9 14 8
9 15 62
9 16 65
9 17 72
9 18 31
9 19 79
9 20 16
9 21 78
9 22 90
9 23 71
9 24 82
9 25 21
9 26 56
9 27 78
9 28 37
9 29 66
9 30 27
9 31 23
9 32 72
9 33 87
9 34 71
9 35 41
9 36 95
9 37 29
9 38 60
9 39 91
9 40 51
9 41 42
9 42 9
9 43 43
9 44 12
9 45 40
9 46 16
9 47 3
9 48 56
9 49 72
9 50 53
9 51 9
9 52 21
9 53 65
9 54 29
9 55 11
9 56 53
9 57 98
9 58 57
9 59 39
9 60 83
9 61 7
9 62 58
9 63 8
9 64 98
9 65 97
9 66 38
9 67 79
9 68 71
9 69 16
9 70 37
9 71 1
9 72 5
9 73 20
9 74 35
9 75 69
9 76 4
9 77 52
9 78 56
9 79 84
9 80 11
9 81 37
9 82 2
9 83 25
9 84 69
9 85 30
9 86 47
9 87 15
9 88 84
9 89 0
9 90 30
9 91 57
9 92 56
9 93 74
9 94 12
9 95 44
9 96 92
9 97 40
9 98 87
9 99 13
9 100 55
9 101 43
9 102 79
9 103 10
9 104 96
9 105 33
9 106 98
9 107 21
9 108 5
9 109 15
9 110 95
9 111 95
9 112 14
9 113 54
9 114 20
9 115 77
9 116 18
9 117 33
9 118 55
9 119 9
9 120 10
9 121 21
9 122 55
9 123 15
9 124 40
9 125 86
9 126 85
9 127 26
9 128 74
9 129 46
9 130 69
9 131 49
9 132 22
9 133 32
9 134 15
9 135 39
9 136 56
9 137 63
9 138 89
9 139 66
9 140 42
9 141 86
9 142 0
9 143 90
9 144 24
9 145 57
9 146 14
9 147 22
9 148 77
9 149 42
9 150 95
9 151 23
9 152 94
9 153 49
9 154 12
9 155 88
9 156 90
9 157 5
9 158 28
9 159 33
9 160 62
9 161 90
9 162 66
9 163 74
9 164 44
9 165 57
9 166 83
9 167 19
9 168 38
9 169 95
9 170 93
9 171 98
9 172 29
9 173 41
9 174 91
9 175 41
9 176 10
9 177 91
9 178 60
9 179 28
9 180 14
9 181 81
9 182 66
9 183 57
9 184 17
9 185 1
9 186 53
9 187 21
9 188 85
9 189 33
9 190 37
9 191 24
9 192 79
9 193 10
9 194 69
9 195 46
9 196 17
9 197 24
9 198 59
9 199 96
10 10 55
10 11 12
10 12 52
10 13 38
10 14 65
10 15 80
10 16 25
10 17 40
10 18 99
10 19 66
10 20 71
10 21 65
10 22 46
10 23 35
10 24 59
10 25 53
10 26 1
10 27 82
10 28 77
10 29 89
10 30 12
10 31 26
10 32 25
10 33 68
10 34 88
10 35 24
10 36 56
10 37 63
10 38 89
10 39 56
10 40 38
10 41 20
10 42 10
10 43 51
10 44 10
10 45 67
10 46 95
10 47 28
10 48 44
10 49 58
10 50 52
10 51 86
10 52 76
10 53 2
10 54 86
10 55 14
10 56 35
10 57 77
10 58 68
10 59 12
10 60 47
10 61 35
10 62 78
10 63 71
10 64 33
10 65 34
10 66 96
10 67 82
10 68 57
10 69 73
10 70 48
10 71 69
10 72 12
10 73 43
10 74 29
10 75 61
10 76 70
10 77 0
10 78 35
10 79 36
10 80 46
10 81 19
10 82 41
10 83 37
10 84 44
10 85 86
10 86 61
10 87 4
10 88 32
10 89 4
10 90 94
10 91 21
10 92 53
10 93 59
10 94 75
10 95 78
10 96 21
10 97 46
10 98 64
10 99 81
10 100 55
10 101 89
10 102 51
10 103 52
10 104 5
10 105 76
10 106 72
10 107 74
10 108 48
10 109 8
10 110 72
10 111 26
10 112 27
10 113 99
10 114 10
10 115 61
10 116 0
10 117 82
10 118 35
10 119 63
10 120 68
10 121 28
10 122 92
10 123 91
10 124 3
10 125 41
10 126 72
10 127 58
10 128 5
10 129 31
10 130 78
10 131 8
10 132 19
10 133 96
10 134 77
10 135 58
10 136 12
10 137 22
10 138 66
10 139 5
10 140 35
10 141 88
10 142 69
10 143 88
10 144 11
10 145 82
10 146 6
10 147 0
10 148 53
10 149 78
10 150 66
10 151 39
10 152 86
10 153 63
10 154 9
10 155 70
10 156 99
10 157 44
10 158 52
10 159 75
10 160 0
10 161 10
10 162 39
10 163 58
10 164 31
10 165 6
10 166 36
10 167 27
10 168 79
10 169 96
10 170 36
10 171 24
10 172 29
10 173 25
10 174 46
10 175 17
10 176 10
10 177 29
10 178 62
10 179 42
10 180 75
10 181 21
10 182 18
10 183 63
10 184 65
10 185 29
10 186 72
10 187 41
10 188 44
10 189 9
10 190 30
10 191 98
10 192 12
10 193 52
10 194 3
10 195 26
10 196 29
10 197 17
10 198 31
10 199 13
11 11 95
11 12 12
11 13 69
11 14 31
11 15 0
11 16 40
11 17 24
11 18 94
11 19 99
11 20 80
11 21 5
11 22 96
11 23 92
11 24 3
11 25 33
11 26 26
11 27 37
11 28 87
11 29 24
11 30 26
11 31 2
11 32 13
11 33 42
11 34 80
11 35 87
11 36 62
11 37 46
11 38 48
11 39 56
11 40 64
11 41 80
11 42 98
11 43 11
11 44 96
11 45 17
11 46 13
11 47 75
11 48 29
11 49 3
11 50 96
11 51 23
11 52 17
11 53 30
11 54 85
11 55 71
11 56 21
11 57 94
11 58 69
11 59 28
11 60 21
11 61 31
11 62 2
11 63 3
11 64 97
11 65 98
11 66 65
11 67 4
11 68 95
11 69 34
11 70 83
11 71 59
11 72 0
11 73 29
11 74 80
11 75 40
11 76 78
11 77 56
11 78 42
11 79 15
11 80 9
11 81 97
11 82 60
11 83 66
11 84 81
11 85 2
11 86 98
11 87 36
11 88 99
11 89 95
11 90 65
11 91 9
11 92 95
11 93 42
11 94 30
11 95 4
11 96 62
11 97 16
11 98 15
11 99 89
11 100 91
11 101 89
11 102 14
11 103 87
11 104 49
11 105 26
11 106 52
11 107 11
11 108 63
11 109 30
11 110 97
11 111 17
11 112 45
11 113 72
11 114 62
11 115 49
11 116 98
11 117 78
11 118 38
11 119 56
11 120 56
11 121 63
11 122 89
11 123 9
11 124 39
11 125 51
11 126 49
11 127 13
11 128 55
11 129 5
11 130 59
11 131 98
11 132 91
11 133 14
11 134 84
11 135 77
11 136 38
11 137 15
11 138 95
11 139 64
11 140 84
11 141 99
11 142 98
11 143 81
11 144 46
11 145 34
11 146 40
11 147 26
11 148 13
11 149 86
11 150 33
11 151 18
11 152 87
11 153 88
11 154 25
11 155 71
11 156 36
11 157 54
11 158 27
11 159 36
11 160 31
11 161 80
11 162 99
11 163 98
11 164 84
11 165 28
11 166 90
11 167 67
11 168 30
11 169 19
11 170 71
11 171 62
11 172 77
11 173 87
11 174 7
11 175 64
11 176 35
11 177 29
11 178 56
11 179 67
11 180 96
11 181 89
11 182 78
11 183 81
11 184 92
11 185 61
11 186 22
11 187 6
11 188 92
11 189 18
11 190 80
11 191 64
11 192 22
11 193 58
11 194 73
11 195 1
11 196 96
11 197 22
