400 400
1 395 29
1 396 83
1 397 83
1 398 13
1 399 37
2 2 66
2 3 20
2 4 47
2 5 22
2 6 49
2 7 76
2 8 77
2 9 8
2 10 1
2 11 62
2 12 31
2 13 26
2 14 19
2 15 6
2 16 58
2 17 60
2 18 14
2 19 12
2 20 19
2 21 20
2 22 1
2 23 16
2 24 73
2 25 87
2 26 44
2 27 98
2 28 27
2 29 66
2 30 77
2 31 2
2 32 44
2 33 17
2 34 55
2 35 99
2 36 1
2 37 20
2 38 50
2 39 21
2 40 96
2 41 53
2 42 4
2 43 46
2 44 19
2 45 79
2 46 93
2 47 46
2 48 60
2 49 93
2 50 88
2 51 14
2 52 3
2 53 69
2 54 17
2 55 16
2 56 93
2 57 99
2 58 30
2 59 77
2 60 34
2 61 46
2 62 96
2 63 36
2 64 0
2 65 1
2 66 22
2 67 97
2 68 1
2 69 15
2 70 14
2 71 0
2 72 29
2 73 67
2 74 76
2 75 89
2 76 73
2 77 12
2 78 47
2 79 54
2 80 23
2 81 3
2 82 93
2 83 60
2 84 79
2 85 73
2 86 35
2 87 41
2 88 5
2 89 37
2 90 47
2 91 44
2 92 20
2 93 27
2 94 42
2 95 62
2 96 66
2 97 32
2 98 62
2 99 3
2 100 55
2 101 81
2 102 63
2 103 27
2 104 47
2 105 75
2 106 90
2 107 31
2 108 56
2 109 35
2 110 43
2 111 44
2 112 64
2 113 37
2 114 11
2 115 99
2 116 6
2 117 66
2 118 57
2 119 49
2 120 92
2 121 73
2 122 46
2 123 84
2 124 95
2 125 35
2 126 15
2 127 81
2 128 48
2 129 31
2 130 9
2 131 85
2 132 59
2 133 0
2 134 74
2 135 97
2 136 18
2 137 77
2 138 69
2 139 37
2 140 46
2 141 28
2 142 32
2 143 35
2 144 64
2 145 91
2 146 71
2 147 45
2 148 84
2 149 96
2 150 76
2 151 62
2 152 25
2 153 6
2 154 12
2 155 64
2 156 50
2 157 88
2 158 76
2 159 53
2 160 2
2 161 22
2 162 23
2 163 32
2 164 28
2 165 35
2 166 33
2 167 44
2 168 22
2 169 44
2 170 68
2 171 18
2 172 0
2 173 8
2 174 30
2 175 40
2 176 8
2 177 27
2 178 4
2 179 74
2 180 0
2 181 24
2 182 18
2 183 94
2 184 72
2 185 0
2 186 54
2 187 85
2 188 72
2 189 57
2 190 1
2 191 80
2 192 75
2 193 93
2 194 79
2 195 62
2 196 67
2 197 10
2 198 36
2 199 31
2 200 34
2 201 61
2 202 97
2 203 10
2 204 5
2 205 33
2 206 40
2 207 9
2 208 89
2 209 4
2 210 8
2 211 41
2 212 48
2 213 62
2 214 74
2 215 2
2 216 53
2 217 42
2 218 83
2 219 92
2 220 14
2 221 91
2 222 48
2 223 93
2 224 48
2 225 6
2 226 61
2 227 90
2 228 76
2 229 74
2 230 33
2 231 74
2 232 12
2 233 51
2 234 22
2 235 38
2 236 72
2 237 56
2 238 99
2 239 36
2 240 99
2 241 42
2 242 79
2 243 4
2 244 76
2 245 95
2 246 84
2 247 87
2 248 73
2 249 4
2 250 18
2 251 24
2 252 58
2 253 42
2 254 52
2 255 90
2 256 72
2 257 25
2 258 52
2 259 68
2 260 13
2 261 15
2 262 54
2 263 92
2 264 18
2 265 35
2 266 86
2 267 75
2 268 38
2 269 35
2 270 5
2 271 88
2 272 4
2 273 74
2 274 89
2 275 59
2 276 4
2 277 34
2 278 11
2 279 32
2 280 67
2 281 92
2 282 16
2 283 78
2 284 55
2 285 45
2 286 64
2 287 18
2 288 94
2 289 30
2 290 29
2 291 55
2 292 10
2 293 90
2 294 33
2 295 77
2 296 40
2 297 22
2 298 70
2 299 0
2 300 84
2 301 89
2 302 28
2 303 55
2 304 54
2 305 27
2 306 12
2 307 6
2 308 54
2 309 73
2 310 54
2 311 62
2 312 19
2 313 84
2 314 0
2 315 98
2 316 25
2 317 76
2 318 20
2 319 31
2 320 26
2 321 33
2 322 83
2 323 64
2 324 9
2 325 83
2 326 40
2 327 4
2 328 35
2 329 73
2 330 61
2 331 53
2 332 35
2 333 2
2 334 96
2 335 32
2 336 44
2 337 69
2 338 32
2 339 95
2 340 66
2 341 7
2 342 79
2 343 13
2 344 48
2 345 3
2 346 81
2 347 41
2 348 33
2 349 89
2 350 32
2 351 29
2 352 24
2 353 86
2 354 42
2 355 64
2 356 78
2 357 87
2 358 91
2 359 56
2 360 18
2 361 78
2 362 16
2 363 34
2 364 89
2 365 35
2 366 73
2 367 20
2 368 78
2 369 68
2 370 1
2 371 20
2 372 15
2 373 75
2 374 94
2 375 93
2 376 77
2 377 28
2 378 28
2 379 53
2 380 83
2 381 92
2 382 42
2 383 24
2 384 66
2 385 73
2 386 26
2 387 19
2 388 38
2 389 14
2 390 4
2 391 97
2 392 1
2 393 43
2 394 45
2 395 26
2 396 77
2 397 77
2 398 81
2 399 79
3 3 49
3 4 36
3 5 5
3 6 53
3 7 69
3 8 9
3 9 11
3 10 95
3 11 20
3 12 27
3 13 85
3 14 45
3 15 30
3 16 80
3 17 39
3 18 12
3 19 60
3 20 51
3 21 57
3 22 83
3 23 51
3 24 21
3 25 60
3 26 61
3 27 66
3 28 64
3 29 9
3 30 91
3 31 50
3 32 52
3 33 43
3 34 87
3 35 26
3 36 7
3 37 36
3 38 20
3 39 2
3 40 67
3 41 38
3 42 14
3 43 61
3 44 96
3 45 94
3 46 43
3 47 53
3 48 2
3 49 27
3 50 21
3 51 34
3 52 55
3 53 10
3 54 41
3 55 64
3 56 7
3 57 83
3 58 6
3 59 69
3 60 53
3 61 45
3 62 17
3 63 57
3 64 35
3 65 43
3 66 82
3 67 98
3 68 98
3 69 41
3 70 35
3 71 66
3 72 32
3 73 50
3 74 84
3 75 78
3 76 29
3 77 39
3 78 80
3 79 40
3 80 35
3 81 2
3 82 84
3 83 50
3 84 47
3 85 64
3 86 14
3 87 46
3 88 20
3 89 90
3 90 91
3 91 52
3 92 57
3 93 62
3 94 71
3 95 15
3 96 58
3 97 85
3 98 69
3 99 20
3 100 48
3 101 9
3 102 11
3 103 34
3 104 82
3 105 7
3 106 28
3 107 73
3 108 13
3 109 13
3 110 5
3 111 96
3 112 10
3 113 74
3 114 4
3 115 71
3 116 75
3 117 95
3 118 17
3 119 76
3 120 70
3 121 51
3 122 85
3 123 99
3 124 37
3 125 89
3 126 81
3 127 30
3 128 78
3 129 58
3 130 42
3 131 70
3 132 84
3 133 7
3 134 11
3 135 64
3 136 88
3 137 65
3 138 43
3 139 4
3 140 23
3 141 78
3 142 16
3 143 0
3 144 27
3 145 5
3 146 41
3 147 36
3 148 61
3 149 82
3 150 56
3 151 83
3 152 15
3 153 25
3 154 58
3 155 56
3 156 73
3 157 17
3 158 58
3 159 72
3 160 54
3 161 40
3 162 23
3 163 78
3 164 32
3 165 92
3 166 48
3 167 91
3 168 78
3 169 58
3 170 96
3 171 2
3 172 7
3 173 61
3 174 90
3 175 85
3 176 53
3 177 44
3 178 63
3 179 95
3 180 46
3 181 64
3 182 19
3 183 51
3 184 29
3 185 1
3 186 22
3 187 21
3 188 70
3 189 55
3 190 33
3 191 58
3 192 77
3 193 46
3 194 94
3 195 11
3 196 64
3 197 37
3 198 10
3 199 85
3 200 32
3 201 77
3 202 18
3 203 91
3 204 11
3 205 60
3 206 10
3 207 54
3 208 93
3 209 7
3 210 2
3 211 94
3 212 37
3 213 9
3 214 63
3 215 88
3 216 40
3 217 36
3 218 75
3 219 19
3 220 30
3 221 71
3 222 52
3 223 87
3 224 61
3 225 68
3 226 14
3 227 47
3 228 89
3 229 54
3 230 9
3 231 39
3 232 45
3 233 53
3 234 48
3 235 18
3 236 24
3 237 62
3 238 23
3 239 16
3 240 53
3 241 5
3 242 33
3 243 74
3 244 82
3 245 79
3 246 58
3 247 12
3 248 42
3 249 5
3 250 92
3 251 18
3 252 21
3 253 29
3 254 17
3 255 69
3 256 78
3 257 14
3 258 5
3 259 24
3 260 81
3 261 94
3 262 54
3 263 54
3 264 63
3 265 83
3 266 96
3 267 27
3 268 18
3 269 8
3 270 31
3 271 68
3 272 46
3 273 55
3 274 20
3 275 87
3 276 66
3 277 74
3 278 8
3 279 5
3 280 70
3 281 82
3 282 7
3 283 21
3 284 87
3 285 78
3 286 25
3 287 63
3 288 10
3 289 5
3 290 48
3 291 77
3 292 1
3 293 33
3 294 48
3 295 60
3 296 56
3 297 55
3 298 68
3 299 71
3 300 72
3 301 29
3 302 84
3 303 7
3 304 73
3 305 65
3 306 20
3 307 94
3 308 87
3 309 91
3 310 52
3 311 36
3 312 32
3 313 99
3 314 22
3 315 26
3 316 26
3 317 84
3 318 42
3 319 62
3 320 71
3 321 52
3 322 26
3 323 20
3 324 98
3 325 30
3 326 63
3 327 25
3 328 46
3 329 99
3 330 5
3 331 98
3 332 56
3 333 42
3 334 74
3 335 93
3 336 22
3 337 73
3 338 2
3 339 49
3 340 66
3 341 57
3 342 19
3 343 55
3 344 73
3 345 45
3 346 29
3 347 63
3 348 64
3 349 99
3 350 48
3 351 70
3 352 68
3 353 21
3 354 51
3 355 82
3 356 17
3 357 45
3 358 6
3 359 76
3 360 65
3 361 85
3 362 25
3 363 65
3 364 12
3 365 94
3 366 80
3 367 34
3 368 16
3 369 60
3 370 13
3 371 13
3 372 14
3 373 63
3 374 38
3 375 21
3 376 83
3 377 53
3 378 44
3 379 83
3 380 67
3 381 30
3 382 37
3 383 45
3 384 42
3 385 93
3 386 83
3 387 52
3 388 81
3 389 33
3 390 90
3 391 54
3 392 81
3 393 82
3 394 80
3 395 13
3 396 81
3 397 79
3 398 90
3 399 88
4 4 44
4 5 70
4 6 17
4 7 46
4 8 88
4 9 89
4 10 41
4 11 46
4 12 13
4 13 46
4 14 1
4 15 51
4 16 77
4 17 99
4 18 85
4 19 55
4 20 11
4 21 82
4 22 45
4 23 19
4 24 75
4 25 31
4 26 42
4 27 90
4 28 35
4 29 52
4 30 96
4 31 80
4 32 19
4 33 64
4 34 21
4 35 37
4 36 12
4 37 83
4 38 56
4 39 92
4 40 93
4 41 14
4 42 20
4 43 81
4 44 42
4 45 53
4 46 35
4 47 57
4 48 48
4 49 62
4 50 69
4 51 22
4 52 39
4 53 67
4 54 14
4 55 42
4 56 76
4 57 78
4 58 13
4 59 60
4 60 24
4 61 14
4 62 52
4 63 50
4 64 45
4 65 63
4 66 84
4 67 93
4 68 30
4 69 71
4 70 25
4 71 87
4 72 89
4 73 61
4 74 75
4 75 58
4 76 17
4 77 7
4 78 63
4 79 64
4 80 13
4 81 71
4 82 89
4 83 58
4 84 72
4 85 83
4 86 77
4 87 40
4 88 79
4 89 62
4 90 84
4 91 72
4 92 98
4 93 51
4 94 87
4 95 82
4 96 91
4 97 82
4 98 30
4 99 96
4 100 40
4 101 52
4 102 96
4 103 95
4 104 15
4 105 77
4 106 27
4 107 41
4 108 92
4 109 26
4 110 51
4 111 71
4 112 5
4 113 40
4 114 28
4 115 9
4 116 55
4 117 6
4 118 15
4 119 48
4 120 31
4 121 4
4 122 66
4 123 36
4 124 41
4 125 16
4 126 67
4 127 9
4 128 91
4 129 44
4 130 69
4 131 82
4 132 91
4 133 26
4 134 68
4 135 84
4 136 51
4 137 52
4 138 43
4 139 84
4 140 86
4 141 67
4 142 17
4 143 99
4 144 93
4 145 64
4 146 78
4 147 19
4 148 38
4 149 1
4 150 63
4 151 91
4 152 61
4 153 37
4 154 7
4 155 75
4 156 53
4 157 7
4 158 38
4 159 84
4 160 71
4 161 87
4 162 29
4 163 22
4 164 0
4 165 97
4 166 64
4 167 68
4 168 33
4 169 12
4 170 58
4 171 88
4 172 7
4 173 28
4 174 1
4 175 66
4 176 14
4 177 65
4 178 72
4 179 49
4 180 38
4 181 55
4 182 95
4 183 97
4 184 37
4 185 55
4 186 0
4 187 62
4 188 86
4 189 80
4 190 29
4 191 99
4 192 69
4 193 59
4 194 2
4 195 27
4 196 84
4 197 29
4 198 54
4 199 61
4 200 34
4 201 35
4 202 53
4 203 20
4 204 41
4 205 58
4 206 43
4 207 11
4 208 85
4 209 4
4 210 7
4 211 71
4 212 68
4 213 30
4 214 77
4 215 62
4 216 10
4 217 53
4 218 27
4 219 17
4 220 46
4 221 13
4 222 31
4 223 66
4 224 36
4 225 94
4 226 57
4 227 42
4 228 83
4 229 93
4 230 58
4 231 59
4 232 35
4 233 86
4 234 20
4 235 96
4 236 99
4 237 32
4 238 72
4 239 76
4 240 19
4 241 97
4 242 4
4 243 44
4 244 3
4 245 60
4 246 69
4 247 52
4 248 55
4 249 37
4 250 89
4 251 68
4 252 10
4 253 51
4 254 88
4 255 78
4 256 9
4 257 70
4 258 74
4 259 63
4 260 58
4 261 79
4 262 33
4 263 66
4 264 12
4 265 55
4 266 76
4 267 35
4 268 82
4 269 50
4 270 6
4 271 79
4 272 52
4 273 96
4 274 59
4 275 61
4 276 31
4 277 60
4 278 71
4 279 5
4 280 33
4 281 44
4 282 3
4 283 87
4 284 74
4 285 30
4 286 10
4 287 19
4 288 66
4 289 92
4 290 18
4 291 18
4 292 7
4 293 96
4 294 51
4 295 27
4 296 78
4 297 48
4 298 54
4 299 41
4 300 71
4 301 83
4 302 83
4 303 96
4 304 69
4 305 25
4 306 49
4 307 53
4 308 28
4 309 21
4 310 81
4 311 39
4 312 43
4 313 71
4 314 46
4 315 50
4 316 30
4 317 3
4 318 44
4 319 87
4 320 35
4 321 55
4 322 79
4 323 65
4 324 95
4 325 97
4 326 51
4 327 97
4 328 69
4 329 2
4 330 5
4 331 51
4 332 31
4 333 39
4 334 19
4 335 91
4 336 33
4 337 94
4 338 68
4 339 36
4 340 62
4 341 80
4 342 95
4 343 71
4 344 27
4 345 27
4 346 95
4 347 22
4 348 77
4 349 24
4 350 32
4 351 15
4 352 1
4 353 82
4 354 65
4 355 37
4 356 55
4 357 18
4 358 54
4 359 19
4 360 63
4 361 37
4 362 97
4 363 37
4 364 75
4 365 7
4 366 38
4 367 55
4 368 71
4 369 70
4 370 54
4 371 40
4 372 33
4 373 28
4 374 94
4 375 19
4 376 33
4 377 22
4 378 58
4 379 24
4 380 29
4 381 29
4 382 36
4 383 25
4 384 95
4 385 96
4 386 50
4 387 11
4 388 29
4 389 10
4 390 75
4 391 79
4 392 72
4 393 14
4 394 5
4 395 31
4 396 39
4 397 65
4 398 80
4 399 64
5 5 42
5 6 40
5 7 81
5 8 74
5 9 30
5 10 10
5 11 46
5 12 43
5 13 49
5 14 64
5 15 25
5 16 85
5 17 38
5 18 38
5 19 67
5 20 17
5 21 88
5 22 94
5 23 55
5 24 13
5 25 25
5 26 85
5 27 96
5 28 56
5 29 15
5 30 96
5 31 4
5 32 46
5 33 0
5 34 77
5 35 40
5 36 20
5 37 83
5 38 6
5 39 99
5 40 64
5 41 17
5 42 39
5 43 92
5 44 39
5 45 64
5 46 99
5 47 81
5 48 18
5 49 37
5 50 7
5 51 44
5 52 84
5 53 35
5 54 3
5 55 78
5 56 38
5 57 78
5 58 82
5 59 92
5 60 69
5 61 43
5 62 5
5 63 84
5 64 94
5 65 3
5 66 87
5 67 52
5 68 29
5 69 78
5 70 84
5 71 87
5 72 66
5 73 24
5 74 64
5 75 37
5 76 29
5 77 9
5 78 83
5 79 68
5 80 7
5 81 4
5 82 40
5 83 79
5 84 95
5 85 38
5 86 88
5 87 94
5 88 84
5 89 73
5 90 8
5 91 29
5 92 43
5 93 4
5 94 22
5 95 61
5 96 91
5 97 70
5 98 96
5 99 62
5 100 74
5 101 10
5 102 41
5 103 62
5 104 18
5 105 73
5 106 0
5 107 6
5 108 84
5 109 50
5 110 59
5 111 37
5 112 60
5 113 51
5 114 44
5 115 14
5 116 98
5 117 16
5 118 36
5 119 88
5 120 26
5 121 99
5 122 66
5 123 74
5 124 38
5 125 9
5 126 64
5 127 69
5 128 19
5 129 43
5 130 23
5 131 89
5 132 89
5 133 49
5 134 92
5 135 52
5 136 79
5 137 65
5 138 49
5 139 97
5 140 16
5 141 58
5 142 83
5 143 72
5 144 86
5 145 4
5 146 51
5 147 72
5 148 15
5 149 56
5 150 70
5 151 51
5 152 12
5 153 57
5 154 60
5 155 12
5 156 30
5 157 84
5 158 1
5 159 70
5 160 98
5 161 14
5 162 31
5 163 8
5 164 46
5 165 76
5 166 86
5 167 50
5 168 6
5 169 76
5 170 74
5 171 62
5 172 78
5 173 79
5 174 71
5 175 74
5 176 2
5 177 91
5 178 82
5 179 67
5 180 78
5 181 9
5 182 28
5 183 99
5 184 81
5 185 68
5 186 85
5 187 61
5 188 28
5 189 93
5 190 58
5 191 18
5 192 14
5 193 17
5 194 87
5 195 92
5 196 36
5 197 73
5 198 34
5 199 65
5 200 42
5 201 67
5 202 2
5 203 7
5 204 50
5 205 11
5 206 40
5 207 81
5 208 25
5 209 27
5 210 96
5 211 61
5 212 13
5 213 35
5 214 32
5 215 56
5 216 36
5 217 17
5 218 92
5 219 61
5 220 1
5 221 39
5 222 43
5 223 80
5 224 28
5 225 24
5 226 74
5 227 72
5 228 88
5 229 32
5 230 16
5 231 69
5 232 33
5 233 68
5 234 50
5 235 6
5 236 26
5 237 84
5 238 22
5 239 72
5 240 46
5 241 28
5 242 33
5 243 56
5 244 41
5 245 62
5 246 11
5 247 34
5 248 11
5 249 95
5 250 7
5 251 66
5 252 74
5 253 9
5 254 20
5 255 73
5 256 28
5 257 55
5 258 43
5 259 35
5 260 8
5 261 80
5 262 71
5 263 59
5 264 7
5 265 2
5 266 48
5 267 16
5 268 53
5 269 34
5 270 94
5 271 61
5 272 1
5 273 49
5 274 70
5 275 18
5 276 78
5 277 21
5 278 92
5 279 79
5 280 64
5 281 83
5 282 26
5 283 36
5 284 27
5 285 29
5 286 56
5 287 6
5 288 88
5 289 1
5 290 30
5 291 83
5 292 26
5 293 49
5 294 44
5 295 74
5 296 3
5 297 32
5 298 16
5 299 85
5 300 75
5 301 40
5 302 17
5 303 18
5 304 92
5 305 57
5 306 41
5 307 36
5 308 20
5 309 90
5 310 81
5 311 0
5 312 4
5 313 82
5 314 24
5 315 21
5 316 53
5 317 3
5 318 63
5 319 65
5 320 43
5 321 68
5 322 0
5 323 35
5 324 95
5 325 68
5 326 27
5 327 80
5 328 79
5 329 38
5 330 12
5 331 21
5 332 58
5 333 28
5 334 92
5 335 56
5 336 51
5 337 85
5 338 6
5 339 24
5 340 54
5 341 19
5 342 95
5 343 18
5 344 28
5 345 90
5 346 9
